project,req_id,text,type,priority,hybrid_label,source,filename,n_chars,n_words
Yeni Tip Ckarmlara Sahip Programlama Dilleri,5,"Sistem, subtyping ilişkilerini (T <: U) doğru şekilde işleyerek uygun bağlam güncellemeleri ile sonuç döndürebilmelidir.",FR,Must,FR-Must,ETU,Yeni Tip Ckarmlara Sahip Programlama Dilleri.xml,120,15
Yeni Tip Ckarmlara Sahip Programlama Dilleri,6,"Sistem, STLC ve ilgili genişletilmiş sözdizimi için çalışan bir parser ile programları soyut sözdizim ağaçlarına (AST) dönüştürebilmelidir.",FR,Should,FR-Should,ETU,Yeni Tip Ckarmlara Sahip Programlama Dilleri.xml,139,17
Yeni Tip Ckarmlara Sahip Programlama Dilleri,7,"Sistem, REPL arabirimi üzerinden kullanıcıların ifadeleri yüklemesine, çalıştırmasına ve tip kontrolü yapmasına izin vermelidir.",FR,Should,FR-Should,ETU,Yeni Tip Ckarmlara Sahip Programlama Dilleri.xml,128,14
Yeni Tip Ckarmlara Sahip Programlama Dilleri,8,"Sistem, farklı tip çıkarım algoritmaları (örneğin DK ve Worklist) arasında kullanıcı tarafından seçilebilir bir çalışma modu sunmalıdır.",FR,Should,FR-Should,ETU,Yeni Tip Ckarmlara Sahip Programlama Dilleri.xml,136,17
Yeni Tip Ckarmlara Sahip Programlama Dilleri,9,"Sistem, polymorphic ve higher-rank ifadeleri içeren kapsamlı test setlerini çalıştırarak algoritmanın doğruluğunu doğrulamalıdır.",FR,Should,FR-Should,ETU,Yeni Tip Ckarmlara Sahip Programlama Dilleri.xml,129,13
Yeni Tip Ckarmlara Sahip Programlama Dilleri,10,"Sistem, ifadeleri çalıştırabilmek için bir interpreter sağlayarak tip kontrolü yapılmış programların yürütülmesine izin vermelidir.",FR,Should,FR-Should,ETU,Yeni Tip Ckarmlara Sahip Programlama Dilleri.xml,131,14
Yeni Tip Ckarmlara Sahip Programlama Dilleri,11,"Sistem, karmaşık tür hataları için daha açıklayıcı ve bağlam duyarlı hata mesajları üretebilir.",FR,Could,FR-Could,ETU,Yeni Tip Ckarmlara Sahip Programlama Dilleri.xml,95,13
Yeni Tip Ckarmlara Sahip Programlama Dilleri,12,"Sistem, türetim ağaçlarında hata noktalarını göstermek için düğümlerde opsiyonel hata alanlarını destekleyebilir.",FR,Could,FR-Could,ETU,Yeni Tip Ckarmlara Sahip Programlama Dilleri.xml,113,12
Yeni Tip Ckarmlara Sahip Programlama Dilleri,13,"Sistem, STLC’ye ek veri tipleri (örneğin integer, boolean, union types) ekleyerek daha geniş bir dil kapsamı destekleyebilir.",FR,Could,FR-Could,ETU,Yeni Tip Ckarmlara Sahip Programlama Dilleri.xml,125,17
Yeni Tip Ckarmlara Sahip Programlama Dilleri,14,"Sistem, elaboration desteğini genişleterek tipleri tamamen çözülmüş ara bir dile çeviri yapabilir.",FR,Could,FR-Could,ETU,Yeni Tip Ckarmlara Sahip Programlama Dilleri.xml,98,12
Yeni Tip Ckarmlara Sahip Programlama Dilleri,15,"Sistem, benchmarking modülünde otomatik raporlama yaparak performans istatistiklerini CSV veya grafik formatlarına aktarabilir.",FR,Could,FR-Could,ETU,Yeni Tip Ckarmlara Sahip Programlama Dilleri.xml,127,13
Yeni Tip Ckarmlara Sahip Programlama Dilleri,16,"Sistem, teorik doğruluğu koruyarak DK kurallarına sadık kalmalı ve tüm tip çıkarım adımlarında seslilik sağlamalıdır.",NFR,Must,NFR-Must,ETU,Yeni Tip Ckarmlara Sahip Programlama Dilleri.xml,117,15
Yeni Tip Ckarmlara Sahip Programlama Dilleri,17,"Sistem, derin türetim ağaçlarının oluşturulması sırasında çökmeleri engellemek için bellek kullanımı açısından kararlı çalışmalıdır.",NFR,Must,NFR-Must,ETU,Yeni Tip Ckarmlara Sahip Programlama Dilleri.xml,132,14
Yeni Tip Ckarmlara Sahip Programlama Dilleri,18,"Sistemin kod tabanı modüler olmalı, derivation tree, parser, DK algoritması ve yardımcı fonksiyonlar ayrı yapılarda bulunmalıdır.",NFR,Must,NFR-Must,ETU,Yeni Tip Ckarmlara Sahip Programlama Dilleri.xml,129,16
Yeni Tip Ckarmlara Sahip Programlama Dilleri,19,"Sistem, deterministik tip çıkarımı sağlamak için gerekli durumlarda sabit bir rastgelelik tohumu veya deterministik kurallar kullanmalıdır.",NFR,Must,NFR-Must,ETU,Yeni Tip Ckarmlara Sahip Programlama Dilleri.xml,139,16
Yeni Tip Ckarmlara Sahip Programlama Dilleri,20,"Sistem, Scala’nın hem fonksiyonel hem nesne yönelimli özelliklerini kullanırken tip güvenliğini ihlal etmeyecek şekilde tasarlanmalıdır.",NFR,Must,NFR-Must,ETU,Yeni Tip Ckarmlara Sahip Programlama Dilleri.xml,136,15
Yeni Tip Ckarmlara Sahip Programlama Dilleri,21,"Kod, gelecekte daha geniş tip sistemleri eklemeye uygun olacak şekilde genişletilebilir ve bakımı kolay bir yapıda olmalıdır.",NFR,Should,NFR-Should,ETU,Yeni Tip Ckarmlara Sahip Programlama Dilleri.xml,125,17
Yeni Tip Ckarmlara Sahip Programlama Dilleri,22,"Türetim ağacı baskısı, çok büyük ağaçlarda bile okunabilirlik sağlayacak biçimde optimize edilmelidir.",NFR,Should,NFR-Should,ETU,Yeni Tip Ckarmlara Sahip Programlama Dilleri.xml,102,12
Yeni Tip Ckarmlara Sahip Programlama Dilleri,23,"REPL performansı, çok büyük ifadelerde dahi gecikme olmadan hızlı yanıt verebilecek seviyede olmalıdır.",NFR,Should,NFR-Should,ETU,Yeni Tip Ckarmlara Sahip Programlama Dilleri.xml,103,13
Yeni Tip Ckarmlara Sahip Programlama Dilleri,24,"Kodda kullanılan veri yapıları, hem performans hem de ifade edilebilirlik açısından Scala dilinin idiomatik kullanımına uygun olmalıdır.",NFR,Should,NFR-Should,ETU,Yeni Tip Ckarmlara Sahip Programlama Dilleri.xml,136,17
Yeni Tip Ckarmlara Sahip Programlama Dilleri,25,"Sistem, testler sırasında beklenmeyen davranışlar için loglama ve hata izleme mekanizmalarına sahip olmalıdır.",NFR,Should,NFR-Should,ETU,Yeni Tip Ckarmlara Sahip Programlama Dilleri.xml,110,13
Yeni Tip Ckarmlara Sahip Programlama Dilleri,26,"Sistem, çoklu iş parçacığı (multithreading) desteği ile büyük dosyalara yönelik tip çıkarımını hızlandırabilir.",NFR,Could,NFR-Could,ETU,Yeni Tip Ckarmlara Sahip Programlama Dilleri.xml,111,13
Yeni Tip Ckarmlara Sahip Programlama Dilleri,27,"Sistem, IDE eklentileri tarafından kullanılmak üzere türetim ağacını JSON veya XML formatında dışa aktarabilir.",NFR,Could,NFR-Could,ETU,Yeni Tip Ckarmlara Sahip Programlama Dilleri.xml,111,14
Yeni Tip Ckarmlara Sahip Programlama Dilleri,28,Benchmark sonuçlarını görsel formatta sunabilmek için grafiksel raporlama desteği eklenebilir.,NFR,Could,NFR-Could,ETU,Yeni Tip Ckarmlara Sahip Programlama Dilleri.xml,94,10
Yeni Tip Ckarmlara Sahip Programlama Dilleri,29,"Sistem, daha büyük projelerde kullanılmak üzere hata toleransını artıran güvenli çalıştırma modları ekleyebilir.",NFR,Could,NFR-Could,ETU,Yeni Tip Ckarmlara Sahip Programlama Dilleri.xml,112,13
Yeni Tip Ckarmlara Sahip Programlama Dilleri,30,"Sistem, geliştirici eğitimini kolaylaştırmak amacıyla derivation tree’ler için interaktif görselleştirme arayüzleri sunabilir.",NFR,Could,NFR-Could,ETU,Yeni Tip Ckarmlara Sahip Programlama Dilleri.xml,126,12
ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI,1,"Sistem, W2SG fenomenini incelemek için üç temel denetim simülasyonunu uygulayabilmelidir: (1) Küçük LLM ile zayuc0u305 f etiket üretimi, (2) Zaman kuc0u305 su305 tlu305 insan etiketlemesi, (3) Proxy-gold modele sistematik hata enjeksiyonu.",FR,Must,FR-Must,ETU,ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI.xml,239,31
ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI,2,"Sistem, görev türlerine göre (suc0u305 nu305 flandu305 rma, metin üretimi, öneri sistemleri) farklu305 veri kümeleri yükleyerek deney ortamu305 nu305 otomatik kurabilmelidir.",FR,Must,FR-Must,ETU,ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI.xml,174,21
ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI,3,"Sistem, küçük bir PLM’i gerçek douc0u287 rularla ince-ayarlayarak (fine-tune) tutarlu305 “weak-label generator” modeli oluu351 turabilmelidir.",FR,Must,FR-Must,ETU,ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI.xml,142,15
ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI,4,"Sistem, insan denetimi simülasyonu için zaman baskuc0u305 su305 altu305 nda toplanan etiketleri kaydedip bunlaru305 deney sürecine entegre etmelidir.",FR,Must,FR-Must,ETU,ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI.xml,149,18
ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI,5,"Sistem, W2SG test edilen büyük modeli euc0u287 itmek için zayu305 f/yanlu305 u351 etiket setlerini uygun formatta derlemeli ve eu287 itim döngüsüne aktarmalu305 du305 r.",FR,Must,FR-Must,ETU,ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI.xml,169,24
ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI,6,"Sistem, her görev türü için W2SG performans ölçütlerini (ör. accuracy, loss delta, task-specific metrics) otomatik olarak hesaplamaluc0u305 du305 r.",FR,Should,FR-Should,ETU,ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI.xml,148,19
ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI,7,"Sistem, injected bias türlerini (rastgele hata, sistematik bias, konsept yanuc0u305 lgu305 su305 ) seçilebilir parametrelerle kullanu305 cu305 ya sunmalu305 du305 r.",FR,Should,FR-Should,ETU,ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI.xml,165,21
ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI,8,"Sistem, büyük modelin zayuc0u305 f denetim altu305 nda küçük modeli au351 u305 p au351 madu305 u287 u305 nu305 otomatik olarak tespit eden analiz fonksiyonlaru305 sau287 lamalu305 du305 r.",FR,Should,FR-Should,ETU,ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI.xml,188,28
ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI,9,"Sistem, farkluc0u305 model boyutlaru305 nda (small u8594 medium u8594 large) aynu305 görev için karu351 u305 lau351 tu305 rmalu305 W2SG performans raporu üretebilmelidir.",FR,Should,FR-Should,ETU,ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI.xml,170,22
ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI,10,"Sistem, tüm simülasyon çeuc0u351 itleri için deney sonuçlaru305 nu305 tek bir birleu351 ik tabloda toplayarak kullanu305 cu305 ya rapor halinde sunmalu305 du305 r.",FR,Should,FR-Should,ETU,ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI.xml,163,23
ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI,11,"Sistem, zaman kuc0u305 su305 tlu305 insan denetiminde annotator davranu305 u351 laru305 nu305 analiz eden ek modüller (yanu305 lma modeli, hu305 z/dou287 ruluk korelasyonu) sunabilir.",FR,Could,FR-Could,ETU,ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI.xml,183,24
ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI,12,"Sistem, zayuc0u305 f süpervizyonun türlerine göre (LLM hatasu305 , insan dikkatsizliu287 i, isteyerek eklenen bias) sonuçlaru305 otomatik gruplayabilir.",FR,Could,FR-Could,ETU,ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI.xml,152,18
ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI,13,"Sistem, kullanuc0u305 cu305 ya yeni görev türleri (ör. reasoning, oyun teorisi, reward modeling) eklemesi için modüler görev-yapu305 u351 ablonlaru305 sau287 layabilir.",FR,Could,FR-Could,ETU,ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI.xml,168,21
ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI,14,"Sistem, farkluc0u305 zayu305 f etiket kaynaklaru305 ndan meta-öu287 renme (meta-learning) tabanlu305 birleu351 ik etiket tahmini sunabilir.",FR,Could,FR-Could,ETU,ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI.xml,139,16
ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI,15,"Sistem, gerekirse insan denetimi toplamak için web tabanluc0u305 mikro-annotation arayüzü sunabilir.",FR,Could,FR-Could,ETU,ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI.xml,100,11
ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI,16,"Sistem, büyük dil modeli deneylerini çaluc0u305 u351 tu305 ru305 rken hesaplama kaynaklaru305 nu305 (GPU, VRAM, batch size) stabiliteyi bozmayacak u351 ekilde yönetmelidir.",NFR,Must,NFR-Must,ETU,ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI.xml,172,22
ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI,17,Tüm simülasyon stratejileri belirli bir görev için tekrarlanabilir deney sonuçlaruc0u305 üretmeli; rastlantu305 sallu305 k kontrollü tohumlarla denetlenmelidir.,NFR,Must,NFR-Must,ETU,ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI.xml,160,17
ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI,18,"Sistem, etik gerekliliklere uygun uc0u351 ekilde zayu305 f/hatalu305 denetimi simüle ederken insan verisi kullanu305 mu305 nda gizlilik ve anonimlik sau287 lamalu305 du305 r.",NFR,Must,NFR-Must,ETU,ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI.xml,174,23
ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI,19,Çaluc0u305 u351 tu305 ru305 lan deneyler uzun sürebileceu287 inden sistem hata durumlaru305 nda otomatik kurtarma (checkpoint) mekanizmalaru305 na sahip olmalu305 du305 r.,NFR,Must,NFR-Must,ETU,ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI.xml,171,22
ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI,20,"Sistem yapuc0u305 su305 , hem su305 nu305 flandu305 rma hem metin üretimi hem de öneri sistemi testlerini destekleyecek kadar genellenebilir olmalu305 du305 r.",NFR,Must,NFR-Must,ETU,ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI.xml,159,23
ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI,21,"Sistem, büyük ölçekli LM deneylerini huc0u305 zlandu305 rmak için veri pipeline’u305 nu305 paralel iu351 leme ve önbellekleme stratejileriyle optimize etmelidir.",NFR,Should,NFR-Should,ETU,ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI.xml,161,20
ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI,22,"Kod tabanuc0u305 modüler, geniu351 letilebilir ve arau351 tu305 rma odaklu305 geliu351 tiriciler tarafu305 ndan kolayca deu287 iu351 tirilebilir olmalu305 du305 r.",NFR,Should,NFR-Should,ETU,ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI.xml,163,21
ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI,23,"Sistem, farkluc0u305 görev türlerinin çu305 ktu305 laru305 nu305 ortak bir deu287 erlendirme arayüzünde standartlau351 tu305 rmalu305 du305 r.",NFR,Should,NFR-Should,ETU,ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI.xml,142,18
ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI,24,Simülasyon kalitesine iliuc0u351 kin belirsizlikler için kullanu305 cu305 ya güven aralu305 klaru305 ve hata analizleri sunulmalu305 du305 r.,NFR,Should,NFR-Should,ETU,ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI.xml,141,18
ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI,25,Tüm deney çuc0u305 ktu305 dosyalaru305 tutarlu305 bir u351 ekilde saklanmalu305 ; deney tekrarlaru305 kolaylau351 tu305 ru305 lmalu305 du305 r.,NFR,Should,NFR-Should,ETU,ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI.xml,143,19
ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI,26,"Sistem, cloud GPU ortamlaruc0u305 (AWS, GCP, Azure) ile otomatik uyum sau287 layan dau287 u305 tu305 lmu305 u351 eu287 itim modlaru305 sunabilir.",NFR,Could,NFR-Could,ETU,ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI.xml,145,21
ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI,27,"Sistem, W2SG euc0u287 ilimlerini görselleu351 tiren u305 su305 haritalaru305 , model-ku305 yaslama grafikleri ve bias analiz dashboard’laru305 sunabilir.",NFR,Could,NFR-Could,ETU,ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI.xml,153,18
ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI,28,"Sistem, gelecekte RLHF veya DPO gibi geliuc0u351 miu351 hizalama tekniklerini plug-in olarak eklemeye uygun mimari sau287 layabilir.",NFR,Could,NFR-Could,ETU,ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI.xml,132,17
ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI,29,"Sistem, insan-LLM hibrit denetim kouc0u351 ullaru305 nu305 destekleyecek karmau351 u305 k etiketleme iu351 aku305 u351 laru305 nu305 yönetebilir.",NFR,Could,NFR-Could,ETU,ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI.xml,145,18
ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI,30,"Sistem, sonuçlaruc0u305 n makale hazu305 rlanmasu305 na uygun formatta (LaTeX tablo/figür) otomatik du305 u351 a aktaru305 mu305 nu305 sau287 layabilir.",NFR,Could,NFR-Could,ETU,ZAYIFTAN GUCLU GENELLEME (W2SG) SIMULASYON CERCEVESI.xml,152,20
online alisveris platformu,1,"Sistem, Trendyol e-ticaret platformundaki ürün sayfalaruc0u305 ndan web kazu305 ma yöntemleriyle ürün yorumlaru305 nu305 ve ilgili kategori etiketlerini otomatik olarak toplayabilmelidir.",FR,Must,FR-Must,ETU,online alisveris platformu.xml,187,21
online alisveris platformu,2,"Sistem, çekilen ham verileri ürün aduc0u305 , fiyat, yu305 ldu305 z puanu305 , yorum sayu305 su305 , favori sayu305 su305 , kategori ve müu351 teri yorumu alanlaru305 nu305 içeren tek bir veri çerçevesinde birleu351 tirebilmelidir.",FR,Must,FR-Must,ETU,online alisveris platformu.xml,231,35
online alisveris platformu,3,"Sistem, her bir müuc0u351 teri yorumunu en az altu305 üst kategori altu305 nda (örneu287 in bilgisayar, ayakkabu305 , giyim, kozmetik, spor ve outdoor, telefon) etiketlenmiu351 bir eu287 itim veri kümesine dönüu351 türebilmelidir.",FR,Must,FR-Must,ETU,online alisveris platformu.xml,230,32
online alisveris platformu,4,"Sistem, klasik LSTM modeli için euc0u287 itim ve dou287 rulama süreçlerini uçtan uca çalu305 u351 tu305 rarak ürün yorumlaru305 nu305 otomatik olarak kategorilere ayu305 rabilmelidir.",FR,Must,FR-Must,ETU,online alisveris platformu.xml,183,25
online alisveris platformu,5,"Sistem, önerilen geliuc0u351 tirilmiu351 LSTM modeli için embedding, LSTM ve çu305 ktu305 katmanlaru305 nu305 içeren eu287 itim iu351 lem hattu305 nu305 çalu305 u351 tu305 rarak çok su305 nu305 flu305 ürün kategorisi tahmini yapabilmelidir.",FR,Must,FR-Must,ETU,online alisveris platformu.xml,240,33
online alisveris platformu,6,"Sistem, yorumlar üzerinde ön iuc0u351 leme adu305 mlaru305 nu305 (küçük harfe çevirme, noktalama iu351 aretlerinin kaldu305 ru305 lmasu305 , durak kelimelerin filtrelenmesi) uygulayarak en az üç farklu305 veri kümesi varyantu305 oluu351 turabilmelidir.",FR,Should,FR-Should,ETU,online alisveris platformu.xml,252,32
online alisveris platformu,7,"Sistem, aynuc0u305 veri kümesi üzerinde TF-IDF, Word2Vec ve FastText gibi en az üç farklu305 sözcük vektörleu351 tirme yöntemini kullanarak sayu305 sal özellik vektörleri üretebilmelidir.",FR,Should,FR-Should,ETU,online alisveris platformu.xml,187,24
online alisveris platformu,8,"Sistem, önerilen LSTM modeli için göm embedding boyutu, gizli birim sayuc0u305 su305 ve dropout oranu305 gibi hiperparametreleri u305 zgara arama ve çapraz dou287 rulama ile sistematik olarak tarayabilmelidir.",FR,Should,FR-Should,ETU,online alisveris platformu.xml,209,28
online alisveris platformu,9,"Sistem, her model ve vektörleuc0u351 tirme kombinasyonu için dou287 ruluk, kesinlik, geri çau287 u305 ru305 m ve F1 skoru deu287 erlerini hesaplayarak deney sonuçlaru305 nu305 otomatik olarak raporlayabilmelidir.",FR,Should,FR-Should,ETU,online alisveris platformu.xml,212,28
online alisveris platformu,10,"Sistem, euc0u287 itim ve dou287 rulama veri kümeleri için karu305 u351 u305 klu305 k matrislerini üreterek her kategoriye ait dou287 ru ve hatalu305 su305 nu305 flandu305 rmalaru305 görselleu351 tirebilmelidir.",FR,Should,FR-Should,ETU,online alisveris platformu.xml,210,29
online alisveris platformu,11,"Sistem, her kategori için anahtar kelimeleri gösteren kelime bulutu ve suc0u305 nu305 f dau287 u305 lu305 m grafikleri gibi ek görselleu351 tirmeler üreterek veri setinin yapu305 su305 nu305 analiz edebilmelidir.",FR,Could,FR-Could,ETU,online alisveris platformu.xml,212,30
online alisveris platformu,12,"Sistem, kullanuc0u305 cu305 tarafu305 ndan tanu305 mlanan kategori anahtar kelimelerine göre yorumlaru305 filtreleyerek sadece anlamlu305 veya bilgi içeriu287 i yüksek yorumlardan oluu351 an bir “keyworded” veri kümesi türetebilmelidir.",FR,Could,FR-Could,ETU,online alisveris platformu.xml,236,28
online alisveris platformu,13,"Sistem, euc0u287 itim tamamlandu305 u287 u305 nda dou287 rulama performansu305 na göre en iyi modeli otomatik olarak seçip dosya sistemine veya modele özel bir depo alanu305 na kaydedebilmelidir.",FR,Could,FR-Could,ETU,online alisveris platformu.xml,195,28
online alisveris platformu,14,"Sistem, deney sonuçlaruc0u305 nu305 CSV, Excel veya LaTeX tablo formatu305 nda du305 u351 a aktararak yayu305 n ve raporlama süreçlerinde kullanu305 labilecek çu305 ktu305 lar üretebilmelidir.",FR,Could,FR-Could,ETU,online alisveris platformu.xml,192,26
online alisveris platformu,15,"Sistem, aynuc0u305 mimariyi yeniden yapu305 landu305 rarak ürün kategorisi su305 nu305 flandu305 rmasu305 du305 u351 u305 nda duygu analizi gibi farklu305 Türkçe metin su305 nu305 flandu305 rma görevlerine uyarlanabilmelidir.",FR,Could,FR-Could,ETU,online alisveris platformu.xml,225,29
online alisveris platformu,16,"Sistem, Trendyol’dan çekilen yorum verilerini kiuc0u351 isel veri koruma mevzuatu305 na uygun biçimde anonimleu351 tirmeli ve yetkisiz eriu351 ime karu351 u305 korunan bir ortamda saklamalu305 du305 r.",NFR,Must,NFR-Must,ETU,online alisveris platformu.xml,201,27
